Designation,Abstract,Season
Deregulatory,"The regulations under 21 CFR 882.5975 for Human Dura Mater and 21 CFR part 1270 for Human Tissue Intended For Transplantation apply only to certain tissues recovered prior to May 25, 2005. We do not believe there are currently any tissues intended for transplantation remaining in inventory that were recovered prior to this date and that would be subject to these regulations. Therefore, the regulations under this section and part are outdated and obsolete. All human cells, tissues, and cellular and tissue-based products (HCT/Ps) recovered after May 25, 2005, are subject to the regulations under 21 CFR part 1271, Human Cells, Tissues, and Cellular and Tissue-Based Products. Therefore, FDA is proposing to revoke 21 CFR 882.5975 and 21 CFR part 1270.",Spring_2020
Regulatory,"This proposed rulemaking, if finalized, would establish additional recordkeeping requirements for facilities that manufacture, process, pack, or hold foods that are designated as high-risk foods.",Spring_2020
Regulatory,"The FDA is proposing to amend its animal drug regulations in 21 CFR part 516 to change the small numbers definition for certain species. The Minor Use and Minor Species Animal Health Act of 2004 provided incentives to animal drug sponsors to encourage development and approval for drugs intended for minor species and for minor uses in major animal species. The Federal Food, Drug, and Cosmetic Act includes a statutory definition of ""minor use"" that relies on the phrase ""small number of animals"" to characterize such use. In 2009, FDA defined ""small number of animals"" for each of the seven major animal species (cattle, swine, horses, turkeys, chickens, dogs, and cats). FDA periodically reassesses the ""small number of animals"" definition to ensure their accuracy. After completion of the most recent reassessment, FDA is proposing to change the ""small number of animals"" for certain species.",Spring_2020
Deregulatory,"In the Federal Register of January 9, 2017 (82 FR 2193), the Food and Drug Administration (FDA) issued a final rule entitled Clarification of When Products Made or Derived From Tobacco Are Regulated as Drugs, Devices, or Combination Products; Amendments to Regulations Regarding â€˜Intended Uses.â€™ This final rule creates a new regulation that describes the circumstances in which a product made or derived from tobacco that is intended for human consumption will be subject to regulation as a drug, device, or a combination product under the Federal Food, Drug, and Cosmetic Act (FD&C Act).Â  The final rule also amended FDAâ€™s existing regulations describing the types of evidence that may be considered in determining a medical productâ€™s intended uses (21 CFR 201.128 (drugs) and 21 CFR 801.4 (devices)).Â  FDA subsequently delayed the rule from going into effect until March 19, 2018, and re-opened the docket to invite additional public comment due to concerns from stakeholders with the discrete intended use part of the rule. In March 2018, we delayed the effective date of the intended use amendments until further notice, to allow for further consideration of the substantive issues raised in the comments received.",Spring_2020
Deregulatory,"This proposed rulemaking would revise certain requirements for agricultural water in the Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption regulation for covered produce other than sprouts.",Spring_2020
Deregulatory,"This proposed rule would amend FDAâ€™s regulations to remove requirements for submission of multiple copies. This action is being undertaken as part of HHSâ€™s omnibus effort to review of existing regulations, which identified opportunities to revise regulations that required paper submission in duplicate, triplicate, etc.",Spring_2020
Regulatory,"The Food and Drug Administration (FDA) is amending its regulations concerning direct-to-consumer (DTC) advertisements of prescription drugs. Prescription drug advertisementsÂ presented through media such as TV and radio directly to consumers must disclose the productâ€™s major risks in what is sometimes called the major statement. The rule would require that in DTC advertisements in television and radio format, the major statement relating to the side effects and contraindications of an advertised prescription drug be presented in a clear, conspicuous, and neutral manner. This rule establishesÂ standards that would be considered in determining whether the major statement in these advertisements is presented in the manner required.",Spring_2020
Regulatory,This final rule would establish requirements concerning â€˜â€˜gluten-freeâ€™â€™ labeling for foods that are fermented or hydrolyzed or that contain fermented or hydrolyzed ingredients. These additional requirements for the â€˜â€˜gluten-freeâ€™â€™ labeling rule are needed to help ensure that individuals with celiac disease are not misled and receive truthful and accurate information with respect to fermented or hydrolyzed foods labeled as â€˜â€˜gluten-free.â€™â€™,Spring_2020
Regulatory,"FDA is amending its regulations governing mammography. The amendments will update the regulations issued under the Mammography Quality Standards Act of 1992 (MQSA) and the Federal Food, Drug, and Cosmetic Act (FD&C Act). FDA is taking this action to address changes in mammography technology and mammography processes that have occurred since the regulations were published in 1997 and to address breast density reporting to patient and healthcare providers.",Spring_2020
Regulatory,"This rule will apply device restrictions to sunlamp products. Sunlamp products include ultraviolet (UV) lamps and UV tanning beds and booths. The incidence of skin cancer, including melanoma, has been increasing, and a large number of skin cancer cases are attributable to the use of sunlamp products. The devices may cause about 400,000 cases of skin cancer per year, and 6,000 of which are melanoma. Beginning use of sunlamp products at young ages, as well as frequently using sunlamp products, both increases the risk of developing skin cancers and other illnesses, and sustaining other injuries. Even infrequent use, particularly at younger ages, can significantly increase these risks.",Spring_2020
Regulatory,"This proposed rule would establish content and format requirements to ensure that premarket tobacco product applications contain sufficient information for FDA to determine whether the marketing of a new tobacco product should be authorized. Additionally, the proposed rule would set forth the basic procedures for premarket tobacco product application review and require applicants receiving marketing authorization to establish records and make postmarket reports to FDA. The proposed rule would also require tobacco product manufacturers to keep records to support legal marketing of certain tobacco products, such as documents showing that a tobacco product does not need to undergo premarket review.",Spring_2020
Deregulatory,"The Biologics Price Competition and Innovation Act of 2009 (BPCI Act) deems any biological product approved in a new drug application (NDA) to be a biologics license application (BLA) on March 23, 2020. Some of the affected NDAs were approved using drug master files (DMFs). A DMF, or other master file, allows an applicant to incorporate proprietary information from another manufacturer into its application by reference to the master file. FDAâ€™s longstanding policy is that BLAs generally may not rely on drug substance, drug substance intermediate, or drug product information contained in master files.",Spring_2020
Deregulatory,"This regulation would permit an Institutional Review Board (IRB) to waive or alter certain informed consent elements or to waive the requirement to obtain informed consent under limited conditions, for certain minimal risk clinical investigations. This would facilitate certain minimal risk clinical investigations to support the development of new products to diagnose or treat diseases or conditions and would harmonize, to the extent practicable and consistent with statutory provisions, with the HHS Common Rule waiver provision that has been adopted and successfully employed by other agencies. This regulation is intended to aid patient access to new products by facilitating investigatorsâ€™ ability to conduct studies that may contribute substantially to the development of products to diagnose or treat diseases or conditions, including products that may address unmet medical needs.",Spring_2020
Deregulatory,"The rule will clarify andÂ update FDA radiological health regulations by repealing and amending parts of the general provisions, records and reports requirements, and electronic performance standards for radiation emitting electronic products and medicalÂ devices. Current regulations contain radiation protection recommendations, reporting requirements for manufacturers and assemblers of electronic products, and performance standards for certain electronic products. Some of the current regulations apply to electronic products (i.e., not necessarily having a medical application) but not devices (i.e., having a medical application). The revisions will amend and repeal certain radiation protection recommendations, reporting requirements for certain electronic products, and performance standards that have been identified as outdated or duplicative of other means to better protect public health.",Spring_2020
Deregulatory,"FDA is amending its regulation on classifying medical products as drugs, devices, biological products or combination products (products composed of two or more different types of medical products, e.g., a drug and device) and on Center assignment and regulation of combination products, in two respects. First, it would remove a duplicative administrative appeals process for appealing product classification and assignment determinations, streamlining the process for appealing these determinations for product sponsors and FDA staff and making the process more efficient. Second, it would also enhance regulatory clarity and efficiency by removing a provision that might be interpreted inconsistently with new requirements under the 21st Century Cures Act, which addresses when combination products can be marketed under a single application for the complete combination product or under separate applications for each constituent part (e.g., the drug and device) of the combination product.",Spring_2020
Deregulatory,This proposed rule would establish the format and content of reports intended to demonstrate substantial equivalence (SE) in tobacco products and would provide information as to how the Agency will review and act on these submissions.,Spring_2020
Deregulatory,This rulemaking will remove the specified test for presence of Mycoplasma for live virus vaccines and inactivated virus vaccines produced from in-vitro living cell cultures. FDA is taking this action because the existing test for Mycoplasma is outdated and duplicative of requirements that are also specified in the biologics license application. More sensitive and specific methods exist and are currently being practiced. Removal of the test for Mycoplasma requirements will provide manufacturers of viral vaccines flexibility for accommodating new and evolving technology and capabilities without diminishing public health protections.,Spring_2020
Deregulatory,This rule adds a second methodology that will improve the speed and efficiency in FDA testing for sulfites in food for enforcement activities.,Spring_2020
Deregulatory,"FDA is amending its medical device regulations regarding the procedures for the announcement of approvals and denials of premarket approval applications (PMAs) and humanitarian device exemption applications (HDEs). When this rule is finalized,  FDA will discontinue publishing in the Federal Register after each quarter a list of PMA and HDE approvals and denials announced that quarter. FDA will continue to post approval and denial notices for PMAs and HDEs on FDAâ€™s home page on the Internet and will also continue to make available on the Internet and place on public display summaries of safety and effectiveness data (SSED) for PMAs and summaries of safety and probable benefit (SSPB) for HDEs. FDA will also continue to make copies of the current PMA approvals and denials document and copies of SSED available, upon written request, through FDAâ€™s Freedom of Information Staff. FDA is taking this action to improve the efficiency of announcing approvals and denials of PMAs and HDEs and to eliminate duplication in the current process of announcing the information.",Spring_2020
Deregulatory,"On October 19, 2005, FDA issued a proposed rule, entitled Cheeses and Related Cheese Products; Proposal to Permit the Use of Ultrafiltered Milk (70 FR 60751). The final rule will amend our regulations to provide for the use of fluid ultrafiltered milk and fluid ultrafiltered nonfat milk in the manufacture of standardized cheeses and related cheese products. We tentatively concluded that the final rule will promote honesty and fair dealing in the interest of consumers and, to the extent practicable, achieve consistency with existing international standards of identity for cheese and related cheese products. We issued the proposed rule in response to two citizen petitions. In 2017, we issued an enforcement discretion guidance. We reopened the comment period on the proposed rule to obtain current views of stakeholders and industry practices on a narrow set of issues and to invite comment on specific issues.",Spring_2020
Deregulatory,"This proposed rule, if finalized,Â would allow importation of certain prescription drugs from Canada under certain circumstances.Â States and certain other non-federal governmental entities would be able to submit importation program proposals to FDA for review and authorization. An importation program could be co-sponsored by a pharmacist, a wholesaler, or another State or non-federal governmental entity. The rule, when finalized, would contain requirements to demonstrate that an importation program will pose no additional risk to the publicâ€™s health and safety and would be expected to result in a significant reduction in the cost of covered products to the American consumer.",Spring_2020
Regulatory,"As required by the section 603 of Further Consolidated Appropriations Act, 2020, (Pub. L. 116-94), FDA is issuing a final rule to increase the minimum age of sale for tobacco products from 18 to 21 years of age, increase the minimum age for verification from under the age of 27 to under the age of 30, and to increase the minimum age for facilities that maintain vending machines that sell tobacco products from 18 years to 21 years of age.",Spring_2020
Deregulatory,"The regulations appearing at 42 CFR part 136a were promulgated as a final rule in 1987 and were intended to replace the regulations appearing in the CFR at 42 CFR part 136. The new regulations, however, were never implemented and have since been referred to as ""suspended"" in the Federal Register. In the intervening years, the IHS has continued to follow the regulations appearing at 42 CFR part 136, and the IHS does not propose to alter this practice. Instead, the IHS proposes to remove the duplicative regulations at 42 CFR part 136a from the CFR.Â  Given how much time has passed since these regulations were initially promulgated; the concern on the part of Congress regarding implementation of the regulations; and the confusion caused by having two sets of regulations addressing the same issue published in the CFR, the Agency proposes that the suspended regulations at 42 CFR part 136a be deleted in their entirety.",Spring_2020
Deregulatory,"The regulations at 42 CPR 136.14 establish general principles and program requirements for carrying out Indian health programs. Regarding the provision of IHS services to ineligible individuals, l 36. I 4(b) provides that such individuals should be charged ""rates approved by the Assistant Secretary for Health and Surgeon General published in the Federal Register."" The Assistant Secretary for Health and the Surgeon General no longer approve or publish such rates. The Agency therefore proposes the removal of this unnecessary language.",Spring_2020
Regulatory,"The Indian Health Service (IHS) is proposing to issue regulations guiding implementation of the Buy Indian Act, which provides IHS with authority to set-aside procurement contracts for Indian-owned and controlled businesses. This rule supplements the Federal Acquisition Regulation (FAR) and the current HHS Acquisition Regulations (HHSAR).",Spring_2020
Regulatory,"CHEF pays for extraordinary medical costs associated with treatment of victims of disasters or catastrophic illnesses. CHEF is used to reimburse PRC programs for high cost cases (e.g., burn victims, motor vehicle accidents, high risk obstetrics, cardiology, etc.). The proposed rule establishes conditions and procedures for payment from the fund.",Spring_2020
Regulatory,The Bioterrorism Preparedness Act requires that the Department of Health and Human Services (HHS) Secretary review and republish the list of select agents and toxins on at least a biennial basis. This document begins the biennial review and republication of the list of biological agents and toxins regulated by HHS.,Spring_2020
Regulatory,"This rulemaking proposes to add a provision to allow the de-certification of B Readers who fail to comply with the standards in 42 CFR part 37 and/or code of ethics. The rulemaking also proposes to amend existing regulatory text to allow the National InstituteÂ for Occupational Safety and Health (NIOSH) to compensate pathologists who perform autopsies on coal miners, at a contemporary rate, on a discretionary basis as needed for public health purposes.",Spring_2020
Regulatory,"Per current regulatory authority, the National InstituteÂ for Occupational Safety and Health (NIOSH) proposes to revise the existing fee schedules for the testing and approval of respiratory protective devices to align fees with cost increases.",Spring_2020
Deregulatory,"Although respirator manufacturers have made significant technical advances in Powered Air-Purifying Respirators (PAPRs) design, the National Institute forÂ Occupational Safety and Health (NIOSH) regulatory requirements for industrial use units limit the introduction of smaller, light-weight PAPRs specific for healthcare use. Accordingly, NIOSH proposes to issue alternative regulatory requirements for PAPRs intended to meet the special needs of healthcare workers, thereby providing respirator manufacturers with more product design options to address the needs of this market.",Spring_2020
Regulatory,This rulemaking amends current regulation to enable CDC to require airlines to collect and provide to CDC certain data elements regarding passengers and crew arriving from foreign countries under certain circumstances. The ability to collect such data elementsÂ is necessary for public health preparedness and response purposes.,Spring_2020
Regulatory,"HR 1865, Further Consolidated Appropriations Act, 2020, section 604 made statutory changes raising the minimum age of sale for tobacco products to age 21. This rule will make conforming changes to 45 CFR part 96, the regulation for SAMHSA's Synar program.",Spring_2020
Deregulatory,"This action proposes to revise 42 CFR part 8, subpart B to permit opioid treatment programs subject to accreditation to submit electronic copies of certification materials when available. Specifically, 42 CFR 8.3(b) and 8.3(c)(3) will be changed.",Spring_2020
Regulatory,This proposed rule would establish requirements for third parties that provide financial assistance to patients for premiums to enroll in coverage provided by an individual market health plan.,Spring_2020
Regulatory,"This proposed rule would adopt standards for healthcare attachments transactions and electronic signatures to be used in conjunction with healthcare attachments transactions. It would also adopt operating rules that require acknowledgments to be used for the eligibility for a health plan, healthcare claim status, and healthcare electronic funds transfers (EFT) and remittance advice transactions. In addition, it would adopt acknowledgments transactions standards for the healthcare claim status, enrollment and disenrollment in a health plan, health plan premium payments, coordination of benefits, referral certification and authorization, and healthcare attachments transactions. Finally, this proposed rule would modify the standard for the referral certification and authorization transaction from ASC X12 version 5010 to ASC X12 version 6020.",Spring_2020
Regulatory,This proposed rule would update histocompatibility and personnel regulations under the Clinical Laboratory Improvement Amendments of 1988 (CLIA) to address obsolete regulations and update regulations to incorporate changes in technology. This rule would also make a change to regulations related to the imposition of alternative sanction for Certificate of Waiver (CoW) laboratories in order to more closely align the regulations with the CLIA statute.,Spring_2020
Regulatory,"This proposed rule would implement federal requirements requiring specific covered individuals in long-term care facilities to report to the Secretary and law enforcement entities any reasonable suspicion that a crime has been committed against a resident of or an individual who is receiving care from such facility. It would also implement requirements of these long-term care facilities to notify such covered individuals of their reporting obligations, as well as their rights under this reporting requirement, and prohibit retaliation for making such reports. Additionally, this proposed rule would establish procedures for imposing civil money penalties and exclusion from participation in any federal health care program for violating the obligations under these requirements. The rule would also provide for hearings and appeals when those penalties and exclusions are imposed.",Spring_2020
Regulatory,"This proposed rule would set forth a number of provisions to strengthen the oversight of accrediting organizations (AO) by addressing conflicts of interest, establishing consistent standards, processes and definitions, and updating the validation and performance standards systems. In addition, this rule solicits comments from stakeholders and AOs to refine and revise the AO oversight standards and processes. This rule also includes requests for information on timeframes and expectations for the submission of AO applications; and public transparency regarding quality and safety issues.",Spring_2020
Regulatory,This proposed rule considers testing changes to payment for certain separately payable Part B drugs and biologicals.,Spring_2020
Deregulatory,"In 1993, CMS published regulations to implement requirements under OBRA â€˜87 that all applicants to and residents of Medicaid-certified nursing homes be evaluated for mental illness and intellectual disability to ensure that nursing home placement was appropriate and, if so, the nursing home was adequately equipped to serve the individualâ€™s needs. Because these regulations have not been updated since, they are now misaligned with statutory requirements that were later amended and refer to outdated diagnostic manuals and definitions. Lessons learned from 30 years of implementation also indicate that some regulations are duplicative, overly prescriptive, or vague. This ruleÂ updates the regulations to remedy these issues.",Spring_2020
Regulatory,"This rule would place new requirements on Medicare Advantage organizations, Medicaid and CHIP Managed Care plans, Medicaid and CHIP fee-for-service State agencies, Basic Health Program (BHP) Standard Health Plans, and Qualified Health Plans (QHPs) in the Federally-facilitated Exchanges (FFEs) to improve the electronic exchange of health care data, and streamline processes related to prior authorization. The rule would also revise requirements that all Medicare- and Medicaid-participating providers and suppliers must meet for continued participation in the programs by requiring increased patient electronic access to their health care information, and improve the electronic exchange of health information among providers and suppliers.",Spring_2020
Regulatory,"This proposed rule would strengthen the integrity of the Medicaid and CHIP eligibility determination process including verification, changes in circumstance, and redetermination.",Spring_2020
Deregulatory,This annualÂ final rule updates the prospective payment rates for inpatient rehabilitation facilities (IRFs) for fiscal year 2021.,Spring_2020
Regulatory,"This annualÂ proposed rule would updateÂ the home health prospective payment system payment rates and wage index. Â In addition, this rule proposes changes to the Home Health Value-Based Purchasing Model and to the Home Health Quality Reporting Program.",Spring_2020
Regulatory,"This annual final rule revises the Medicare hospital inpatient and long-term care hospital prospective payment systems for operating and capital-related costs. This rule implements changes arising from our continuing experience with these systems. In addition, the rule establishes new requirements or revises existing requirements for quality reporting by specific Medicare providers.",Spring_2020
Regulatory,This proposed rule would modify the currently adopted National Council for Prescription Drug Programs (NCPDP) D.0 standard to the Telecommunications Standard Implementation Guide Version F2 (F2); Batch Standard Implementation Guide version 15; and Batch Standard Subrogation Implementation Guide version 10.,Spring_2020
Regulatory,"Under Executive Order 13890, Protecting and Improving Medicare for Our Nationâ€™s Seniors, this rule proposes regulatory changes to protect beneficiaries and taxpayers. The efforts to detect and prevent fraud, waste, and abuse outlined in this rule include proposed changes to Medicare and Medicaid provider enrollment and administrative actions, program integrity requirements for Medicare Advantage (MA) and the risk adjustment data validation (RADV) program, and changes to certain documentation requirements.Â  This rule also includes several proposals to modernize state payment of Medicare premiums.",Spring_2020
Regulatory,"This proposed rule would implement section 6 of the Medicaid Services Investment and Accountability Act of 2019, which clarifies the definitions for single source drug, innovator multiple source drug, and multiple source drug. It would propose additional penalty and compliance authorities with respect to manufacturers that have misclassified a drug product or misreported information about their drugs to the Medicaid Drug Rebate Program.",Spring_2020
Deregulatory,"ThisÂ final ruleÂ advances CMSâ€™ efforts to streamline the Medicaid and CHIP managed care regulatory framework and reflects a broader strategy to relieve regulatory burdens; support State flexibility and local leadership; and promote transparency, flexibility, and innovation in the delivery of care.",Spring_2020
Deregulatory,"This final rule removes the regulatory text that sets forth the previously required access monitoring review plan process for states to document whether Medicaid payments in fee-for-service delivery systems are sufficient to enlist enough providers to assure beneficiary access to covered care and services consistent with the Medicaid statute. States have raised concerns over the administrative burden associated with the previous regulatory requirements and asserted that the information required is not reflective of beneficiary access in the state. While we believe the previously required process can be a valuable tool for states to use to demonstrate the sufficiency of provider payment rates, we believe mandating states to collect the specific information as described excessively constrains statesâ€™ freedom to administer their Medicaid programs in the manner that is best for the individual state and its Medicaid beneficiaries.",Spring_2020
Deregulatory,This ruleÂ will address any undue regulatory impact and burden of the physician self-referral law.,Spring_2020
Deregulatory,"ThisÂ final rule will revise regulations for the Medicare Advantage (MA or Part C) program, Medicare Prescription Drug Benefit (Part D) program,Â andÂ Medicare Cost Plan program to implement certain sections of the Bipartisan Budget Act of 2018 and the 21st Century Cures Act.Â In addition, it will enhance the Part C and D programs, codify several existing CMS policies, and implement other technical changes. This final rule implements a subset of the proposals from the February 18, 2020, proposed rule (85 FR 9002). CMS intends to address the remaining proposals from the February 2020 proposed rule in subsequent rulemaking.",Spring_2020
Regulatory,"ThisÂ final rule would implement portions of Executive Order 13877 (""Improving Price and Quality Transparency in American Healthcare to Put Patients First,â€ June 24, 2019), which provides that the Secretaries of Health and Human Services, the Treasury, and Labor will facilitate access to information about health care costs for patients before they receive care.",Spring_2020
Deregulatory,"This proposed rule would seek comment on proposals to modify provisions of the HIPAA Rules that may impede the transformation of the health care system to value-based health care, by limiting or discouraging care coordination and case management (including care coordination challenges arising from the opioid crisis) among hospitals, physicians (and other providers), payors, and patients. The proposals would decrease unnecessary compliance burdens, while continuing to protect the privacy and security of individualsâ€™ protected health information (PHI). The proposed modifications also would support (and remove barriers to) the engagement of individuals with the healthcare system by strengthening individualsâ€™ ability to access their PHI.",Spring_2020
Deregulatory,"This rulemaking would finalize, with appropriate changes in response to public comments, the proposed rule implementing section 1557 of the Patient Protection and Affordable Care Act (PPACA), and conforming amendments to related HHS rules.Â  Section 1557 of PPACA prohibits discrimination on the basis of race, color, national origin, sex, age, or disability under any health program or activity, any part of which is receivingÂ Federal financial assistance, including credits, subsidies, or contracts of insurance, or underÂ any program or activity that is administered by an Executive Agency or any entity established under title l of the PPACA.",Spring_2020
Regulatory,"The rulemaking would implement certain provisions of the 21st Century Cures Act, including conditions and maintenance of certification requirements for health information technology (IT) developersÂ under the ONC Health IT Certification Program (Program), the voluntary certification of health IT for use by pediatric healthcare providers and reasonable and necessary activities that do not constitute information blocking. The rulemaking would also modify the 2015 Edition health IT certification criteria and Program in additional ways to advance interoperability, enhance health IT certification, and reduce burden and costs.",Spring_2020
Regulatory,This rule requests public comment regarding State implementation of dues to determine the best approach for addressing any State practices that are inconsistent with the Harris v. Quinn decision.,Spring_2020
Regulatory,"This rule would designate data exchange standards for certain categories of information required to be shared under applicable federal law for agencies operating the Temporary Assistance for Needy Families (TANF), child support enforcement, child welfare services, and foster care and adoption assistance programs. The standards will be identified in consultation with an OMB interagency working group, consider public input, including State and local government perspectives, and meet certain technical requirements for non-proprietary, interoperable, and adaptive design.",Spring_2020
Deregulatory,"This rule would remove outdated provisions and requirements of the Refugee Resettlement Program regulation related to the unaccompanied refugee minors program, refugee medical and cash assistance, the Cuban/Haitian entrant program, and the State Legalization Impact Assistance Grants program.",Spring_2020
Regulatory,"This proposed rule responds to the Presidentâ€™s Executive Order 13828 which directed HHS to review all regulations and bring them into line with the Administrationâ€™s principles, which include strengthening existing work requirements. The NPRM will propose to make changes to strengthen the focus of the Temporary Assistance for Needy Families (TANF) program on work and ensure that states maintain their financial commitment to helping needy families through the Federal-State partnership envisioned in the law. The rule will propose changes to TANF maintenance-of-effort provisions and the TANF provision that allows States to provide nominal payments to families who are already working and not otherwise receiving TANF.",Spring_2020
Deregulatory,"This rulemaking would provide States the flexibility to incorporate in their State child support guidelines two optional exceptions to the prohibition against treating incarceration as voluntary unemployment. Under the proposal, States would have the option to exclude cases: 1) Where the individual is incarcerated due to intentional nonpayment of child support in accordance with guidelines established by the state under 303.6(c)(4); and/or 2) incarceration for any offense of which the individualâ€™s dependent child or the child support recipient was a victim.Â  The State would be able to apply such exception to the individualâ€™s other child support cases.",Spring_2020
Deregulatory,This rule would remove outdated provisions and requirements of the Child Support Enforcement Program regulation.,Spring_2020
Regulatory,"This rule will propose changes to the Designation Renewal System (DRS) for Head Start Grantees in order to improve implementation and transparency of the system, including changes to the CLASS condition.",Spring_2020
Deregulatory,"This rule removes title 45, subtitle B, chapter XII, subchapter C, part 1323, from the Code of Federal Regulations. There has not been a proliferation of regulations developed for these programs since the base regulation was developed in 1988. Since that time, ACL's Administration on Aging has worked with stakeholders to get clarifying issues added to the statute, eliminating the need for additional regulations.",Spring_2020
Deregulatory,"Exclusions implemented under the Social Security Act prevent individuals convicted of certain crimes or individuals whose health care licenses have been revoked from participating in Federal health care programs. Instead of only being barred from participating in all Federal healthcare programs, certain regulatory provisions have resulted in these type of exclusion actions being given an overly broad government-wide effect, and excluded parties have been barred from participating in all Federal procurement and non-procurement actions. However, because Social Security Act exclusions are not issued under an agencyâ€™s suspension and debarment authority, they do not stop individuals from participating in all Federal procurement and non-procurement actions. For an agency to bar individuals from participating in all procurement and non-procurement activities, it must exercise its suspension and debarment authority under the Federal Acquisition Regulation or the Nonprocurement Common Rule. This rulemaking would remove the regulatory provisions at issue, in order to align the regulation with the intent of the Social Security Act and current practice.",Spring_2020
Deregulatory,"This proposed rule would amendÂ HHS's regulations to implement Executive Order 13831 (Establishment of a White House Faith and Opportunity Initiative). Among other changes, this rule proposes to provide clarity regarding the rights and obligations of faith-based organizations participating in HHSâ€™s programs. This proposed rulemaking aligns with HHSâ€™s goal of implementing its programs and activities consistent with the First Amendment to the Constitution and the requirements of federal law, including the Religious Freedom Restoration Act.",Spring_2020
Regulatory,"On June 5, 2019, the Department of Health and Human Services issued a statement in which it announced the Administrationâ€™s policies with respect to research conducted or funded by the Department involving human fetal tissue derived from elective abortion.Â  Consistent with that announcement, the Department will propose changes to human subject protection regulations and its grants regulations in order to adopt and strengthen safeguards and program integrity requirements applicable to extramural research involving the use of human fetal tissue.",Spring_2020
Deregulatory,"HHS proposes to correct citations, remove erroneous language, or correct misspellings and other typographical errors in response to findings from an Artificial Intelligence (AI) project.Â  HHS piloted a new method of regulatory analysis, using an AI-driven tool that analyzed HHSâ€™s regulations using Natural Language Processing (NLP). This NLP analysis is designed to accelerate and augment expert review, allowing HHS Subject Matter Experts (SMEs) to focus on areas of opportunity for modernization. Â The NLP analysis revealed numerous reform opportunities, including instances where a regulation citation is now incorrect.",Spring_2020
Deregulatory,"DHS established the United States Visitor and Immigrant Status Indicator Technology Program (US-VISIT) in accordance with a series of legislative mandates requiring that DHS create an integrated automated entry-exit system that records the arrival and departure of aliens, verifies aliens' identities, and authenticates travel documents. Upon Presidential approval of the 2013 continuing resolution, the Office of Biometric Identity Management (OBIM) was created in March 2013, and replaced the US-VISIT program. The Notice of Proposed Rulemaking proposed that all aliens provide biometric identifiers at entry and upon departure at any air and sea port of entry at which facilities exist to collect such information.",Spring_2020
Deregulatory,"This proposed rule would amend DHSâ€™s regulations to implement Executive Order 13831 (Establishment of a White House Faith and Opportunity Initiative). Â Among other changes, this rule proposes to provide clarity regarding the rights and obligations of faith-based organizations participating in DHSâ€™s programs. Â This proposed rule aligns with DHSâ€™s goal of implementing its programs and activities consistent with the First Amendment to the Constitution and the requirements of federal law, including the Religious Freedom Restoration Act.",Spring_2020
Regulatory,The Department of Homeland Security proposes to amend its regulations regarding short-term extensionsÂ for U.S. employers seeking temporary or seasonal agricultural nonimmigrant workers in the H-2A program to provide a short-termÂ non-emergencyÂ extension of the H-2A petition validity period by up to 14 days to U.S. employers who are participants in good standing in E-Verify.,Spring_2020
Regulatory,"On January 17, 2017, DHS published the International Entrepreneur Final Rule (the IE final rule) in the Federal Register at 82 FR 5238, with an original effective date of July 17, 2017. On May 29, 2018, DHS published a notice of proposed rulemaking (NPRM) proposing to remove the international entrepreneur parole program from DHS regulations and solicited public comments on the proposal.",Spring_2020
Regulatory,"The Department of Homeland Security (DHS), U.S. Citizenship and Immigration Services (USCIS) conducted a FY 2019/2020 fee review for its Immigration Examinations Fee Account (IEFA), pursuant to the requirements of the Chief Financial Officers Act of 1990 (CFO Act), 31 U.S.C. 901-03 and the Immigration and Nationality Act, section 286(m), 8 U.S.C. 1356(m). The CFO Act requires each agencyâ€™s chief financial officer to ""review, on a biennial basis, the fees, royalties, rents, and other charges imposed by the agency for services and things of value it provides, and make recommendations on revising those charges to reflect costs incurred by it in providing those services and things of value."" As a result of the FY 2019/2020 IEFA fee review, on November 14, 2019, DHS issued a proposed rule (84 FR 62280) to adjust USCISâ€™ fee schedule via notice and comment rulemaking. That comment period was subsequently extended on December 9, 2019 (84 FR 67243) and reopened on January 24, 2020 (85 FR 4243). DHS is considering the comments received in developing a final rule.",Spring_2020
Regulatory,"On September 9, 2019, DHS issued a proposed rule that would withdraw a regulatory provision stating that U.S. Citizenship and Immigration Services (USCIS) has 30 days from the date an asylum applicant files the initial Form I-765, Application for Employment Authorization (EAD application) to grant or deny that initial employment authorization application. DHS also proposed removing the provision requiring that the application for renewal must be received by USCIS 90 days prior to the expiration of the employment authorization.Â  DHS will issue a final rule to respond to public comments and finalize removal of these provisions.",Spring_2020
Regulatory,"On November 14, 2019, The Department of Homeland Security (DHS) proposed regulatory amendments intended to promote greater accountability in the application process for requesting employment authorization and to deter the fraudulent filing of asylum applications for the purpose of obtaining Employment Authorization Documents (EADs). DHS is considering public comments in development of the final rule.",Spring_2020
Deregulatory,"This notice solicits the publicâ€™s views on United States Coast Guard (USCG) regulations that may need to be updated, modified, or eliminated to facilitate the safe introduction of automated commercial vessels into our nationâ€™s waterways. USCG requests comment on specific regulatory and operational requirements that are likely to be affected by increased integration of automated vessels into the maritime transportation system.",Spring_2020
